Name,Price,Author,Date,Publisher,Comment,sales
机器人 ,54.5,梅隆,1/1/2008,科学普及出版社,1138,9880
奔跑吧 ,68.3,叶夫根尼·布里克曼,7/1/2018,人民邮电出版社,164,85397
机器人科技：技术变革与未来图景,54.5,日本机器人学会,1/1/2015,人民邮电出版社,492,47887
机器人STEAM创客教育第一册（项目式教学）,34.5,岳鹏,6/1/2016,中国质检出版社(原中国计量出版社),79,64754
机器人大擂台：格斗机器人实战指南 ,67.6,James,8/1/2018,人民邮电出版社,100,59562
服务机器人：未来世界新伙伴 ,46.9,向忠宏,12/1/2015,电子工业出版社,160,21845
机器人特工训练营——学生活动手册（下） ,8.2,张海兵,6/12/2017,清华大学出版社,81,15843
类别不平衡学习：理论与算法 ,40,于化龙,7/17/2017,清华大学出版社,11,30711
深度学习精要 ,33.8,Joshua,8/1/2017,人民邮电出版社,309,22816
机器智能 ,33.3,李蕾,6/1/2016,清华大学出版社,93,50212
奇点来临 ,30.6,Tony,5/1/2016,人民邮电出版社,422,94917
Python数据科学入门 ,38.7,德米特里·齐诺维耶夫,11/1/2017,人民邮电出版社,204,22041
柔性臂机器人——建模、分析与控制,26.9,吴立成,4/1/2012,高等教育出版社,129,22189
机器人学经典教程 ,54.5,Maja,5/1/2017,人民邮电出版社,216,83119
智能机器人制作完全手册 ,54.5,无线电,6/1/2017,人民邮电出版社,125,39843
小小模型师系列：奇妙机器人 ,20.53,盖比格德萨克,10/1/2010,湖北美术出版社,640,6033
基于视觉的自主机器人导航 ,41.3,Chatterjee,3/1/2014,机械工业出版社,444,77313
人工智能：知识图谱前沿技术,53.8,朱小燕,6/1/2020,电子工业出版社,0,58507
见识 ,198.7,吴军,12/1/2019,,1,12940
Machine ,55.3,Huang,8/1/2008,浙江大学出版社,0,76442
认知计算与大数据分析 ,47.6,Judith,1/1/2017,人民邮电出版社,103,33865
机构学与机器人学的几何基础与旋量代数 ,61.4,戴建生,7/1/2014,高等教育出版社,324,37442
自己动手做智能机器人 ,33.8,李卫国,9/1/2016,人民邮电出版社,70,13286
第一本无人驾驶技术书 ,40.7,刘少山,5/1/2017,电子工业出版社,1460,93150
计算机辅助翻译概论 ,77.4,王华树,5/23/2019,知识产权出版社,103,61565
裂变：秒懂人工智能的基础课 ,40.7,王天一,9/1/2019,电子工业出版社,830,84206
深入RabbitMQ ,62.4,Gavin,6/1/2018,电子工业出版社,410,1626
机器人技术及其应用(芮延年),27.4,芮延年,7/1/2008,化学工业出版社,67,61326
简易机器人制作入门 ,31,张海涛,1/1/2017,人民邮电出版社,92,36121
人工智能初学者指南 ,40.7,约翰·保罗·穆勒,8/1/2019,人民邮电出版社,102,70773
自主移动机器人导论（第2版）,46.9,R.西格沃特,6/1/2018,西安交通大学出版社,169,40690
人工智能基础教程：Python篇（青少版） ,39.3,丁亮,2/27/2019,清华大学出版社,457,12567
人工智能入门与实战 ,41.2,Donald,6/23/2018,清华大学出版社,543,54204
乐高创意机器人教程（初级 ,24.8,隋金雪,1/1/2016,清华大学出版社,425,52612
Python全栈数据工程师养成攻略（视频讲解版） ,47,张宏伦,11/1/2017,人民邮电出版社,243,100600
Python云原生：构建应对海量用户数据的高可扩展Web应用 ,61.4,Manish,7/1/2018,电子工业出版社,120,27671
探寻数据背后的逻辑：R语言数据挖掘之道 ,70.3,宋云生,7/1/2018,电子工业出版社,101,99390
机器人制作入门 ,40.7,臧海波,6/1/2017,人民邮电出版社,127,76978
人工智能重塑世界 ,48.7,陈晓华,7/1/2019,人民邮电出版社,56,74321
机器人技术及其应用,18.7,谢存禧,1/1/2012,机械工业出版社,112,57906
认知建模和脑控机器人技术,84.6,李伟,3/1/2019,科学出版社,40,23764
人工智能之Mixly趣味编程,38,秦志强,3/1/2018,电子工业出版社,150,34596
智能时代：人工智能、超级计算与网络安全 ,53.4,余来文,2/1/2018,化学工业出版社,373,51613
玩转智能机器人mBot ,59.2,邱信仁,3/1/2017,人民邮电出版社,403,79443
机器人学、机器视觉与控制——MATLAB算法基础,68.3,Peter,5/1/2016,电子工业出版社,1764,36315
传播的进化：人工智能将如何重塑人类的交流 ,33.8,牟怡,5/1/2017,清华大学出版社,527,50541
Machine ,795.5,atilde,9/1/2005,北京燕山出版社,0,8657
超级机器人大战OGS解析全书（赠光盘、海报、贴纸）,23.5,王维民,1/1/2007,人民邮电出版社,3,79951
增强学习与近似动态规划,35.6,徐昕,5/1/2010,科学出版社,102,11484
增强学习与近似动态规划 ,60.7,徐昕,7/1/2020,科学出版社,0,85046
仿造人类智能(机器人与人工智能发展)走进未知世界,6.3,董克,6/1/2004,上海交通大学出版社,12,67438
工业机器人用于机器人的中间代码,36.3,,9/1/2007,中国标准出版社,0,39105
装配机器人 ,11,,6/1/2011,中国标准出版社,4,48567
移动机器人自主控制理论与技术,48.3,沈林成,4/1/2011,科学出版社,134,39567
无心的机器,14.4,周昌乐,7/1/2000,湖南科技出版社,0,69914
科技之巅1+科技之巅2 ,128.3,麻省理工科技评论,10/1/2017,人民邮电出版社,956,53489
机器人制作入门篇,38.7,库克,7/1/2005,北京航天航空大学出版社,12,88397
机器人制作入门篇,38.7,崔维娜,3/1/2004,北京航天航空大学出版社,10,95875
剑桥五重奏：机器能思考吗,11,卡斯蒂,7/1/2006,上海科学技术出版社,44,27177
工业机器人:性能试验实施规范,11.1,,8/1/2007,凤凰出版社,0,15085
双足步行机器人制作指南,26.2,ROBO,1/1/2013,科学出版社,241,11378
机器人学和计算机视觉的集群计算,46.9,莱昂斯,1/1/2015,北京理工大学出版社,58,60501
机器人控制器与程序设计——机器人创意与制作,33.8,迈克·普瑞德科,5/1/2004,科学出版社,11,61711
树莓派机器人蓝图权威宝典 ,40.7,Richard,11/1/2016,电子工业出版社,219,36395
乐高创意机器人教程（初级 ,24.8,隋金雪,1/1/2016,清华大学出版社,330,36994
焊接机器人基本操作及应用,22.1,刘伟,6/1/2012,电子工业出版社,33,71577
非线性机器人系统控制理论,24.1,苏玉鑫,6/1/2008,科学出版社,34,75949
机器人简史 ,33.8,中国电子学会,11/1/2015,电子工业出版社,60,13573
机器设计中伺服电机及驱动器的选型,52.1,金蒙恩,5/1/2012,机械工业出版社,226,99485
开源机器人操作系统--ROS,60.7,张建伟,9/1/2012,科学出版社,129,84614
可变形模块机器人构形研究,56.9,刘金国,6/1/2013,科学出版社,4,95339
机器视觉,25.3,张广军,6/1/2005,科学出版社,14,35804
机器视觉理论及应用,37.3,赵鹏,12/1/2011,电子工业出版社,40,70118
机器人制作从入门到精通（第2版）,31,臧海波,2/1/2015,人民邮电出版社,137,99548
Raspberry ,33.8,Wolfram,3/1/2016,人民邮电出版社,267,1943
机器人学的几何基础（第2版）,39.3,斯利格,7/1/2008,清华大学出版社,66,69847
设计未来：基于物联网、机器人与基因技术的UX（全彩）,82.1,Jonathan,1/1/2016,电子工业出版社,133,1873
机器人视觉 ,419.1,Reinhard,12/1/2001,湖南文艺出版社,0,4680
Java遗传算法编程 ,33.8,Jacobson,12/1/2016,人民邮电出版社,301,69343
LabVIEW与机器人科技创新活动（配光盘）,45.8,郑剑春,,清华大学出版社,68,9253
自动控制原理学习辅导与习题解答,19.8,徐颖秦,4/1/2012,机械工业出版社,135,78463
机器人组装大全（机器人竞技系列）,17.3,,,科学出版社,0,92873
PIC机器人初学指南：用PIC微控制器搭建机器人——机器人创意与制作,25.3,约翰·埃欧文,5/1/2005,科学出版社,1,15101
自律型机器人制作,19.8,,,科学出版社,0,49282
循序渐进CMS机器控制系统,32.4,钱晓龙,1/1/2009,机械工业出版社,27,50883
移动机器人自主定位技术,33.8,王殿君,6/1/2013,机械工业出版社,78,66910
自然语言理解:一种让机器懂得人类语言的研究(第2版),31.4,姚天顺,10/1/2002,清华大学出版社,1,52073
教育机器人的风口——全球发展现状及趋势,54.5,刘德建,11/1/2016,人民邮电出版社,35,69912
教学机器人实践开发教程,22.1,饶增仁,4/1/2010,兰州大学出版社,0,92297
并联机器人,47.6,P.梅莱,6/1/2014,机械工业出版社,221,17613
仿生机器鱼原理及应用,46.6,沈艳,2/1/2017,电子工业出版社,2,84918
少自由度并联机器人机构动力学,89,刘善增,6/1/2019,科学出版社,33,86773
（仿造人类智能(机器人与人工智能发展)走进未知世界）,8.2,,12/9/2013,上海交通大学出版社,1,27479
机器人技术基础,13.8,熊有伦,8/1/1996,华中科技大学出版社,891,46319
机器生命的秘密——人工智能科普丛书,8.9,阮晓钢,10/1/2005,北京邮电大学出版社有限公司,35,24972
半监督学习,13.8,张晨光,11/1/2013,中国农业科学技术出版社,71,99649
测量机器人开发与应用,20.7,梅文胜,11/1/2011,武汉大学出版社,42,46699
工业机器人测试与评价技术 ,75.2,中国电子信息产业发展研究院,3/1/2017,人民邮电出版社,117,91570
机器人制作入门（第3版） ,33.8,臧海波,6/1/2016,人民邮电出版社,128,26419
冗余自由度机器人原理及应用,19.3,陆震,11/1/2006,机械工业出版社,110,8652
学用单片机制作机器人,30.8,王允上,6/1/2012,科学出版社,134,10767
文本作者身份识别--基于机器学习与计算语言学 ,33.8,祁瑞华,2/1/2017,清华大学出版社,18,87703
机器人无标定手眼协调,30.8,苏剑波,8/1/2010,电子工业出版社,13,23323
机器人无标定手眼协调,30.8,苏剑波,8/1/2010,电子工业出版社,54,98528
双足步行机器人DIY,21,坂本范行,9/1/2010,科学出版社,186,20841
计算机和机器人,96,,,湖北教育出版社,0,88355
轻轻松松制作机器人,26.9,崔素莲,3/1/2017,科学出版社有限责任公司,46,7975
机器精度分析与设计,14.2,桂定一,9/1/2004,机械工业出版社,0,89557
竞赛机器人设计与实践,27,郭洪红,1/1/2012,科学出版社,70,80776
多主体强化学习协作策略研究,37.9,孙若莹,8/1/2014,清华大学出版社,25,40633
机器人设计与控制,30,丹尼斯·克拉克,5/1/2004,科学出版社,13,79704
PVCBOT零基础机器人制作（第2版） ,26.9,梁玮,5/1/2015,人民邮电出版社,48,53556
(模式识别中的机器学习与数据开采)Machine ,535.2,Petra,12/1/2001,Oversea Publishing House,0,45321
并联机器人型综合的GF集理论,45.8,高峰,1/1/2011,科学出版社,12,76227
自主移动机器人导论（第2版）,40,西格沃特,5/1/2013,西安交通大学出版社,98,54650
ROS开源机器人控制基础 ,35.8,陈金宝,1/1/2016,上海交通大学出版社,30,99108
学习WCF：从原理到实践,63.2,布斯塔曼特,9/1/2008,电子工业出版社,37,58467
自主移动机器人导论,25.5,西格沃特,9/1/2006,西安交通大学出版社,55,5538
两轮自平衡机器人的研究与设计,55.3,阮晓钢,2/1/2012,科学出版社,46,34913
水下机器人,36,蒋新松,11/1/2000,辽宁科学技术出版社,27,21330
智能电子创新制作——机器人制作入门,30.8,,,科学出版社,0,25035
人工智能游戏开发,37.9,,,中国环境出版社,0,46620
智能机器人制作完全手册 ,33.8,无线电,8/1/2015,人民邮电出版社,141,47442
警用机器人,27.7,陈晓东,1/1/2008,科学出版社,3,72906
增强学习与近似动态规划,63.2,徐昕,8/29/2016,科学出版社,17,62537
室内移动式服务机器人的感知.定位与控制,59.3,徐德,6/1/2008,科学出版社,85,85655
机器人机械系统原理理论、方法和算法,37.9,安杰利斯,8/1/2004,机械工业出版社,22,6776
排爆机器人的研究与开发,33.2,富巍,1/1/2010,电子工业出版社,6,98882
控制工程基础:学习指导与习题详解,16.3,王积伟,5/1/2004,高等教育出版社,2,37422
网络学习及其适应性学习支持系统研究,38.7,张剑平,6/1/2010,科学出版社,3,94741
无线传感器网络与移动机器人控制,43.5,李文锋,1/1/2009,科学出版社,77,94432
工业机器人技术（第二版）,20.5,郭洪红,3/1/2012,西安电子科技大学出版社,278,3774
机器人创新设计与制作,20.5,李琦,10/1/2012,中国农业大学出版社,8,81945
机器人设计与实现,44.3,Gordon,1/1/2008,科学出版社,165,88984
并联机器人视觉技术及应用,23.4,孔令富,9/1/2012,机械工业出版社,139,4361
机器翻译系统机器翻译技术丛书,9.5,杨沐昀,6/1/2000,哈尔滨工业大学出版社,0,43437
未知环境中移动机器人自定位技术,30.8,于金霞,1/1/2011,电子工业出版社,76,48188
工业机器人,19.3,刘文波,12/1/2007,北京科文图书业信息技术有限公司,6,30486
基于可靠性的海洋机器人软件建模方法及仿真,17.2,王卓,4/1/2010,国防工业出版社,17,95265
大数据云计算时代数据中心经典案例赏析 ,61.4,阿尔杰,1/1/2014,人民邮电出版社,563,85590
机器人竞赛指南,16.5,森政弘,3/1/2002,科学出版社,5,13822
智能小车机器人制作大全 ,35.6,无线电,8/1/2015,人民邮电出版社,106,89873
Creo与FTC机器人竞赛（青少年科技创新丛书）,45.5,王君英,1/1/2015,清华大学出版社,54,34928
RoboCup ,696.3,Ansgar,12/1/2006,崇文书局（原湖北辞书出版社）,0,25710
智能系统：城市、信息与机器人,55.2,中国工程院,6/1/2016,高等教育出版社,0,71282
自主移动机器人行为建模与控制,41.3,Hendrik,6/1/2014,机械工业出版社,82,75150
免疫优化计算、学习与识别,61.6,焦李成,6/1/2006,科学出版社,18,67374
未知环境中移动机器人导航控制理论与方法,71.1,蔡自兴,1/1/2009,科学出版社,99,61431
混合驱动柔索并联机器人力学分析与跟踪控制技术,44.2,訾斌,10/1/2013,科学出版社,11,89738
机器人操作系统浅析,26.9,杰森,12/1/2016,国防工业出版社,71,41744
智能数据工程与自动化学习Intelligent ,1089.1,Emilio,12/1/2006,湖南文艺出版社,0,3074
现代机器人学：仿生系统的运动 ,21.3,郭巧,7/1/1999,北京理工大学出版社,1,3267
机器自动化控制器原理与应用,47.6,徐世许,10/1/2013,机械工业出版社,66,65466
智能机器人,14.4,肖南峰,1/1/2008,华南理工大学出版社,45,56407
移动机器人粒子滤波定位与地图创建,28.9,刘洞波,9/1/2016,湘潭大学出版社,9,31487
模式识别中的核自适应学习及应用,26.2,李君宝,12/1/2013,电子工业出版社,47,64525
行走的机器——六足机器人,31,Shin,7/1/2018,水利水电出版社,11,40013
多智能体机器人系统信息融合与协调,51.7,范波,4/1/2020,科学出版社,39,99923
智能科学技术著作丛书 ,59.3,,7/1/2015,科学出版社,0,59470
仿人机器人,39.5,肖南峰,3/1/2008,科学出版社,36,56850
基于一致流形学习的人脸超分辨率算法研究,31.6,江俊君,5/3/2016,科学出版社,9,58523
模拟演化和学习LNCS-4247: ,821.3,Tzai,12/1/2006,湖南文艺出版社,0,58065
关节型机器人——光机电一体化丛书,19.3,殷际英,8/1/2003,化学工业出版社,17,24654
非线性多关节机器人系统滑模控制,26.2,胡盛斌,3/1/2015,国防工业出版社,60,30711
机器知行学原理,45.8,钟义信,12/1/2014,北京邮电大学出版社有限公司,7,42948
ROS机器人程序设计(国内首本引进ROS机器人程序设计的译著，让你全面了解 ,40.7,马丁内斯,9/1/2014,机械工业出版社,672,93221
机器人制作晋级攻略,62.4,David,4/1/2013,人民邮电出版社,256,100254
双足步行机器人制作入门,26.9,浅草ギ研,4/1/2016,科学出版社有限责任公司,39,75365
体内机器人：从毫米级至纳米级,41.2,,,机械工业出版社,12,14069
机器人集锦机器人竞技系列,15,莱克,4/1/2002,科学出版社,2,89339
智能手机的微型移动学习创新设计 ,26.9,郑世珏,6/1/2015,清华大学出版社,91,93857
智能机器人力觉感知技术 ,34.3,梁桥康,1/1/2018,湖南大学出版社,5,49867
机器人学（第三版）,39,蔡自兴,1/1/2015,清华大学出版社,492,25490
机器人足球仿真,24.8,方宝富,9/1/2011,合肥工业大学出版社,37,80087
智能电子创新制作——机器人制作入门,46.6,陈继荣,8/1/2016,科学出版社,14,6757
机器人与远程机器人外科精要,45,加斯·H·巴兰泰,9/1/2006,山东科学技术出版社,3,4889
码垛机器人机械结构与控制系统设计,24.8,李金泉,7/1/2011,北京理工大学出版社,75,66846
移动机器人控制技术及其应用,22.9,蒋志坚,3/1/2013,机械工业出版社,18,10758
Java与乐高机器人（青少年科技创新丛书）,52.4,郑剑春,6/1/2014,清华大学出版社,168,52754
玩机器人 ,28.4,刘晋峰,5/1/2013,电子工业出版社,47,7675
机器人学导论：英文版·第3版经典原版书库,38.7,克拉格,5/1/2005,机械工业出版社,6,18765
工业机器人(第二版),14.9,吴振彪,2/1/2006,华中科技大学出版社,17,18717
机器人刚柔耦合动力学,62.1,尹海斌,1/15/2018,华中科技大学出版社,95,73961
双足步行机器人制作技术,17.9,解仑,4/1/2008,机械工业出版社,19,4452
机器人特工训练营——学生活动手册（中）,8.2,张海兵,6/19/2017,清华大学出版社,70,12944
中国机械工业标准汇编 ,96.6,中国标准出版社第三编辑室,7/1/2009,中国标准出版社,58,7210
仿生服务机器人与医疗康复机器人,27,刘金伟,5/1/2017,水利水电出版社,22,80118
基于机器的智能人脸识别,25.3,牟登攀,1/1/2010,高等教育出版社,8,43552
面向智能制造的多机器人系统任务分配研究,24.1,王友发,9/1/2016,江苏大学出版社,23,34622
机器人工程,15,白井良明,2/1/2001,科学出版社,32,54907
机器视觉 ,67.6,伯特霍尔德·霍恩,8/1/2014,中国青年出版社,2821,1719
空间机器人及其遥操作,46.9,刘宏,9/1/2012,哈尔滨工业大学出版社,13,47392
机器人动力学与控制,17.4,霍伟,1/1/2005,高等教育出版社,1,55233
智能移动机器人的设计、制作与应用,20.7,秦志强,5/1/2012,电子工业出版社,103,16632
20YY：机器人时代的战争,31,邹辉,4/1/2016,国防工业出版社,68,19177
可变形模块机器人构形研究,58.6,刘金国,6/1/2013,科学出版社,7,78982
免疫优化计算、学习与识别,53.7,焦李成,6/1/2006,科学出版社,3,80765
智能机器人 ,33.8,韦康博,12/1/2016,人民邮电出版社,102,97839
面向汉英机器翻译的语义块构成变换,28.9,李颖,1/1/2009,科学出版社,15,37174
机器人机构拓扑结构设计,63.2,杨廷力,5/1/2012,科学出版社,69,31331
机器人,39.5,李明,1/1/2012,上海科学技术出版社,11,92506
ROBOTC与机器人程序设计（青少年科技创新丛书）,31.6,郑剑春,4/1/2013,清华大学出版社,51,28518
有视觉机器人制作,14.2,,,科学出版社,2,94162
与机器人共舞（迄今为止超完整、极具可读性的人工智能史！）签名本 ,79.9,约翰,8/1/2016,浙江人民出版社,76,55396
仿生自组织机器人系统,60.7,孟艳,5/1/2014,北京理工大学出版社,73,29794
移动机器人技术及其应用,28.9,张毅,9/1/2007,电子工业出版社,20,9622
机器人操作,77.4,熊有伦,1/1/2002,湖北科学技术出版社,0,42999
移动机器人及室内环境 ,20,连晓峰,8/1/2010,国防工业出版社,107,96606
新版机器人技术手册,124.2,日本机器人学会,1/1/2008,科学出版社,90,96801
机器人的创意设计与实践,19.8,宗光华,2/1/2004,北京航天航空大学出版社,0,27183
机器人与软件人平行进化系统及其应用,24.8,左敏,7/1/2012,国防工业出版社,21,95248
机器人控制电子学,22.1,船仓一郎,5/1/2004,科学出版社,2,58577
智能机器系统力觉及力控制技术,15,殷跃红,4/1/2001,国防工业出版社,0,78725
少自由度并联机器人机构分析方法研究,33.1,,4/1/2017,西南交通大学出版社,11,13032
非完整机器人的原理与控制,39.5,谭跃刚,,科学出版社,33,62306
开源机器人操作系统-ROS,67.6,张建伟,11/1/2018,科学出版社有限责任公司,373,93949
嵌入式机器人学（第3版）,59.3,布劳恩,7/1/2012,西安交通大学出版社,2,31948
机器人机构自由度分析理论,63.2,赵景山,3/1/2009,科学出版社,0,63303
PVCBOT超简单机器人设计与制作,46.9,梁玮,10/1/2014,人民邮电出版社,78,35896
嵌入式机器人学——基于嵌入式系统的移动机器人设计与应用（第3版）,51.7,布劳恩,7/1/2012,西安交通大学出版社,169,75642
与机器人交朋友（实战篇）(全彩) ,34.3,赵超鸿,7/1/2015,电子工业出版社,34,83938
PVCBOT零基础机器人制作,26.9,梁玮,7/1/2013,人民邮电出版社,165,77435
机器人与工业自动化(精)——中国院士书系,44.9,蒋新松,4/1/2003,河北教育出版社,0,39122
小型机器人的基础技术与制作——挑战RoboCup小型机器人,18.8,RoboCup日本委员会,7/1/2004,科学出版社,10,14058
特种机器人——光机电一体化丛书,30,,,化学工业出版社,2,12101
工业机器人操作与应用实践教程,14,张培艳,8/1/2009,上海交通大学出版社,105,6489
移动机器人导航、控制与遥感,40,库克,10/1/2015,国防工业出版社,103,54462
仿生机器人制作入门,24.1,臧海波,8/1/2012,人民邮电出版社,254,92438
迈向机器人时代的中国选择,20.7,中国电子学会,6/1/2015,中国科学技术出版社,37,69783
机器人技术基础,17.9,孟庆鑫,9/1/2006,哈尔滨工业大学出版社,105,9703
现代机器人技术——万能机器的制造,14.2,哈里·亨德森,1/1/2008,上海科学技术文献出版社,6,22974
工业机器人（第二版）,15.7,吴振彪,2/1/2006,华中科技大学出版社,45,95719
皮革制品生产机器及设备,16.5,,,中国轻工业出版社,0,3390
机器人的几何代数模型与控制,55.3,郝矿荣,3/1/2011,科学出版社,126,83913
机器人操作系统测试技术,61.2,黄明,10/1/2015,电子工业出版社,21,80652
多主体系统中平衡反应性与社会审议：从机器人世界杯到现实世界应用,401.3,Markus,12/1/2001,湖南文艺出版社,0,86403
混合学习环境中协作知识建构策略研究,40,童慧,6/1/2017,电子工业出版社,30,37000
竞赛机器人制作技术,15.6,王志良,6/1/2007,机械工业出版社,7,23983
机器人手册,274.6,西西利亚诺,1/1/2013,机械工业出版社,251,43250
轻轻松松制作机器人,21,城井田胜仁,9/1/2010,科学出版社,176,77147
中国智能机器人产业发展研究报告2015,24.8,张新钰,12/1/2016,北京邮电大学出版社有限公司,30,43627
机器人鲁棒控制基础,12.8,申铁龙,1/1/2000,清华大学出版社,0,60239
双足步行机器人制作入门,20.6,浅草ギ,1/1/2011,科学出版社,354,9918
仿生机器人制作入门(第2版),26.9,臧海波,3/1/2014,人民邮电出版社,82,51575
机器人运动控制：仿生机器鱼多模态运动CPG控制及优化,33.1,汪明,6/1/2017,电子工业出版社,42,37575
拟人双臂机器人技术,51.4,丁希仑,1/1/2011,科学出版社,58,93322
简易机器人制作入门 ,47.6,Kathy,4/1/2016,人民邮电出版社,57,73404
机器人灵巧手：建模、规划与仿真,36.3,张玉茹,4/1/2007,机械工业出版社,2,31102
微纳机器人操控系统及其应用,124.8,福田敏男,5/3/2016,科学出版社,0,27274
多关节机器人原理和维修,40,孙汉卿,1/1/2013,国防工业出版社,84,34494
机器博弈中的数据结构与基本方法,22.5,张利群,11/1/2014,辽宁科学技术出版社,12,64357
智能机器人设计速成 ,40,田军营,3/1/2017,科学普及出版社,55,80663
机器人控制,9.5,大熊繁,3/1/2002,科学出版社,0,28176
移动机器人学科学方法——智能体行为的星化分析（国际机械工程先进技术译丛）,26.2,内姆佐夫,1/1/2010,机械工业出版社,83,25849
PVCBOT零基础机器人制作（第3版） ,45,梁玮,7/1/2016,人民邮电出版社,69,65949
本体学习的认知模型,54.5,张德海,6/1/2018,科学出版社,44,38348
机器人机构自由度分析理论,47.4,赵景山,3/1/2009,科学出版社,57,81988
智能电子创新制作－机器人制作入门,22.7,陈继荣,10/1/2007,科学出版社,252,54126
轮式自主移动机器人,46.9,曹其新,1/1/2012,上海交通大学出版社,103,79268
机器人制作从入门到精通,26.9,臧海波,2/1/2014,人民邮电出版社,69,83782
机器人编程技术：基于行为的机器人实战指南,17.4,琼斯,3/1/2006,机械工业出版社,5,2500
人工智能与机器翻译,27,杨宪泽,2/1/2006,西南交大,0,44910
机器人视觉测量与控制,30,徐德,2/1/2008,国防工业出版社,4,89815
R统计应用开发实战(详细讲解R在机器学习、数据挖掘等领域的应用，既涵盖统计学概念，又有实现代码),40.7,塔特尔,4/1/2015,机械工业出版社,33,12321
智能机器人系统建模与仿真,93.2,刘金国,8/1/2014,科学出版社,28,81388
程序化交易实战：平台、策略、方法(团购，请致电400-106-6666转6) ,51.7,冯永昌,11/1/2015,电子工业出版社,680,83798
移动机器人系统及其协调控制,22.6,程磊,3/1/2014,华中科技大学出版社,21,72123
卷积神经网络的Python实现 ,33.8,单建华,1/1/2019,人民邮电出版社,178,90303
迭代学习控制的二维模型理论及其应用,51.4,王友清,6/1/2013,科学出版社,12,52840
农业机器人（全二册）（附光盘）,48.3,近藤直,5/1/2009,中国农业大学出版社,211,92088
机器人的智能控制方法,16.6,王灏,4/1/2002,国防工业出版社,1,45118
RoboCup ,660.6,Andreas,12/1/2001,湖南文艺出版社,0,33316
长城圣火——第四届亚太大学生机器人大赛纪实与评析,9.8,陈曦,7/1/2006,机械工业出版社,0,42422
智能作战机器人,36.3,,11/1/2013,北京理工大学出版社,0,78232
技术哲学视野中的“机器人”,12.6,计海庆,9/1/2008,上海社会科学院出版社,16,75997
移动机器人系统 ,64.8,韩建达,6/1/2011,科学出版社,80,70964
移动机器人及其自主化技术,40.7,宋永端,8/1/2012,机械工业出版社,70,43119
导航机器人传感器融合、异常诊断及任务规划方法,44.8,余伶俐,12/1/2015,电子工业出版社,22,18283
智能作战机器人,46.9,,,北京理工大学出版社,0,18331
移动机器人技术基础与制作,27.4,张毅,1/1/2013,哈尔滨工业大学出版社,86,58218
智能机器人,10.4,广茂达,1/1/2003,中国社会出版社,0,60014
智能机器人制作入门,19.2,徐爱平,7/1/2001,人民邮电出版社,0,95859
智能机器人制作入门——全国中小学电脑制作活动指导丛书,12,徐爱平,7/1/2001,人民邮电出版社,0,100903
ARM嵌入式微控制器程序设计入门——在机器人控制中学习C语言,17.2,机器人实习教材研究会,9/1/2012,科学出版社,158,70937
迪士尼宝宝自己读 ,11.8,迪士尼公司,7/1/2016,人民邮电出版社,105,72403
（新）3000词床头灯英语学习读本(纯英文版)（14） ,14.7,H·G·韦尔斯,5/1/2004,航空工业出版社,187,3927
科技发展五十年·认识智能机器人 ,17.1,赵海春,4/1/2013,安徽美术出版社,12,36172
预测控制（第2版）,53.7,席裕庚,4/1/2014,国防工业出版社,349,16368
反馈控制系统（第5版） ,73.5,Charles,2/1/2017,清华大学出版社,55,7216
3000词床头灯英语学习读本II：时间机器（美音 ,11.3,,,,1,95823
直觉模糊集决策与对策分析方法,60.7,李登峰,11/1/2012,国防工业出版社,104,54870
硬战：人工智能时代的爆款产品 ,54.3,邹大湿,11/1/2018,电子工业出版社,207,87175
智能家居产品 ,38.7,邢袖迪,10/1/2015,人民邮电出版社,357,42065
儿童百问百答6 ,16.6,道奇胜文图,7/1/2013,２１世纪出版社,10513,90111
儿童百问百答 ,23.7,道奇胜文图,9/1/2018,２１世纪出版社,444,22157
虚拟现实：从梦想到现实,40,淘VR,3/1/2017,电子工业出版社,53,46522
3D打印技术指南 ,46.6,Joan,6/1/2016,人民邮电出版社,285,88153
神奇的机器系列（全10册）精装盒装 ,94.8,托尼·米顿,10/1/2013,２１世纪出版社,180,48062
机器人Python极客编程入门与实战 ,40.7,Python极客团队,9/1/2017,电子工业出版社,377,87044
少儿编程思维教育读物——Scratch2创新之旅 ,13.6,李陆,5/1/2019,山东大学出版社,37,17956
Ansible自动化运维：技术与最佳实践,47.6,陈金窗,5/6/2016,机械工业出版社,570,9970
复杂系统基于Agent的建模与仿真,31.7,廖守亿,2/1/2015,国防工业出版社,172,15383
信息技术教学参考书(小学版 ,6.3,周美端,4/1/2006,清华大学出版社,7,53330
VR简史 ,26.9,刘丹,9/1/2016,人民邮电出版社,230,53491
Hadoop高级编程——构建与实现大数据解决方案 ,41.2,卢博林斯凯,7/1/2014,清华大学出版社,380,85392
外围接口控制用微机入门：Robobooks机器人竞技系列,23.7,中尾真治,9/1/2003,科学出版社,7,45123
自动化生产线安装与调试(实用角度出发，“工学结合”的形式学习，直观实用通俗易懂。),13.6,梁倍源,6/1/2013,电子工业出版社,6,66662
群体智能优化算法及其应用,66.2,孙家泽,1/1/2018,科学出版社,120,52279
非线性动态系统运动分析理论及应用,26.9,曹少中,1/1/2017,电子工业出版社,37,34067
大数据时代的科研活动,49.6,CODATA中国全国委员会,3/1/2018,科学出版社,65,53440
认知网络中的人工智能,33.1,李屹,7/1/2014,北京邮电大学出版社有限公司,12,86579
